Instance,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49
X-n157-k13.vrp,16894,16894,16894,16894,16894,16894,16894,16894,16894,16894,16910,16894,16881,16896,16876,16891,16894,16894,16894,16894,16894,16894,16894,16894,16894,16885,16894,16894,16894,16894,16899,16894,16894,16894,16894,16876,16894,16894,16894,16894,16876,16896,16898,16894,16876,16894,16894,16894,16876,16876
X-n162-k11.vrp,14171,14171,14171,14171,14156,14171,14171,14171,14171,14171,14174,14171,14156,14174,14171,14171,14171,14171,14171,14171,14171,14156,14153,14172,14171,14156,14171,14168,14153,14171,14171,14171,14156,14171,14171,14153,14171,14171,14171,14171,14171,14171,14171,14171,14156,14172,14172,14168,14171,14171
X-n167-k10.vrp,20562,20557,20591,20652,20557,20652,20557,20583,20557,20592,20592,20589,20589,20557,20557,20599,20703,20612,20592,20557,20735,20557,20599,20676,20557,20557,20557,20557,20557,20592,20557,20583,20592,20557,20557,20557,20607,20557,20562,20557,20557,20604,20557,20557,20557,20592,20557,20592,20578,20557
X-n172-k51.vrp,45607,45674,45607,45607,45607,45673,45607,45607,45670,45607,45607,45607,45680,45610,45610,45607,45610,45607,45607,45607,45607,45607,45607,45607,45607,45607,45670,45607,45607,45677,45607,45607,45610,45607,45607,45607,45607,45607,45607,45610,45650,45680,45673,45607,45607,45607,45607,45607,45670,45607
X-n176-k26.vrp,48231,48353,48410,48784,48355,48379,48781,48784,48414,48767,48282,48253,48784,48355,48250,48784,48372,48784,48219,48379,48231,48784,48784,48784,48235,48231,48224,48354,48247,48108,48260,48297,48427,48231,48784,48446,48224,48784,48784,48784,48784,48784,48370,48784,48356,48394,48784,48784,48260,48420
X-n181-k23.vrp,25577,25573,25577,25577,25577,25584,25594,25574,25579,25569,25598,25571,25573,25571,25569,25569,25595,25577,25594,25579,25577,25573,25591,25573,25576,25596,25584,25584,25576,25569,25577,25584,25577,25577,25594,25569,25577,25573,25577,25576,25577,25579,25571,25594,25609,25569,25577,25595,25578,25577
X-n186-k15.vrp,24149,24197,24183,24149,24197,24147,24197,24201,24180,24228,24169,24202,24197,24179,24197,24197,24189,24197,24186,24149,24186,24202,24177,24210,24149,24169,24183,24196,24189,24177,24189,24191,24197,24197,24183,24228,24196,24197,24183,24197,24157,24165,24169,24183,24147,24190,24149,24172,24195,24189
X-n190-k8.vrp,17084,17001,16980,17059,17079,17086,16986,17001,17061,17026,17224,17062,17013,17061,17011,17083,17019,17000,17092,17078,17028,17004,17077,17072,17072,17077,17012,17064,17072,17004,17061,17012,17069,16984,16992,16999,16996,16989,17077,17075,17086,17056,17032,17065,16986,17225,17056,17077,17220,17062
X-n195-k51.vrp,44380,44270,44307,44237,44420,44402,44270,44378,44253,44420,44380,44353,44307,44416,44378,44373,44270,44264,44360,44416,44420,44432,44420,44358,44298,44542,44420,44420,44420,44253,44358,44237,44299,44237,44237,44269,44237,44416,44419,44402,44450,44416,44420,44353,44358,44416,44270,44270,44418,44360
X-n200-k36.vrp,59238,59061,58922,59057,59218,59116,59748,59759,58909,59079,59679,59711,59719,59178,59791,59686,58922,58897,59775,59201,58903,59245,59376,59159,59686,58930,59120,59715,58968,59479,59752,58917,59085,59750,59075,59038,59135,59696,59774,59705,58966,59686,59121,59058,59788,59795,58863,59686,58894,59721
X-n204-k19.vrp,19581,19700,19700,19721,19700,19570,19700,19709,19605,19719,19720,19714,19700,19707,19709,19700,19677,19680,19712,19708,19709,19677,19706,19708,19700,19708,19675,19713,19717,19700,19713,19721,19700,19691,19632,19629,19579,19699,19570,19584,19613,19716,19675,19669,19630,19675,19714,19713,19721,19579
X-n209-k16.vrp,30816,30695,30789,30709,30801,30723,30839,30715,30776,30709,30687,30703,30734,30778,30776,30784,30721,30741,30837,30711,30786,30776,30796,30826,30715,30743,30785,30804,30815,30689,30745,30839,30743,30717,30681,30752,30680,30758,30767,30837,30758,30739,30687,30795,30792,30704,30854,30741,30784,30776
X-n214-k11.vrp,10932,10902,10906,10966,10867,10902,10941,10878,10941,10928,10937,10947,10880,10983,10868,10909,10896,10936,10890,10912,10900,10908,10907,10893,10900,10901,10921,10946,10885,10892,10887,10905,10951,10939,10875,10899,10917,10982,10920,10894,10910,10867,10901,10948,10929,10879,10892,10927,10927,10903
X-n219-k73.vrp,117599,117609,117595,117595,117595,117595,117595,117598,117595,117595,117595,117595,117596,117595,117606,117595,117607,117598,117595,117595,117598,117604,117607,117599,117595,117596,117605,117596,117598,117613,117595,117595,117595,117595,117595,117606,117595,117595,117595,117595,117610,117607,117595,117595,117595,117595,117595,117595,117595,117595
X-n223-k34.vrp,40475,40767,40658,40617,40649,40644,40692,40660,40712,40666,40545,40689,40655,40695,40567,40622,40746,40668,40627,40650,40571,40797,40659,40530,40597,40701,40726,40794,40643,40674,40541,40664,40697,40695,40636,40673,40713,40541,40518,40610,40637,40714,40591,40700,40637,40726,40633,40713,40690,40672
X-n228-k23.vrp,25818,25791,25792,25792,25835,25816,25788,25786,25791,25791,25812,25783,25791,25802,25786,25789,25805,25787,25788,25838,25788,25788,25788,25796,25783,25782,25803,25787,25786,25792,25785,25822,25864,25786,25817,25785,25750,25791,25799,25788,25792,25799,25791,25795,25786,25787,25817,25843,25804,25805
X-n233-k16.vrp,19392,19338,19373,19342,19341,19256,19385,19327,19347,19346,19374,19266,19404,19388,19373,19339,19362,19266,19444,19374,19386,19342,19470,19338,19388,19334,19393,19423,19408,19574,19325,19391,19400,19366,19392,19396,19383,19525,19498,19373,19333,19341,19269,19359,19383,19328,19342,19338,19383,19436
X-n237-k14.vrp,27050,27107,27049,27165,27057,27042,27050,27051,27051,27072,27042,27154,27051,27067,27164,27154,27042,27067,27051,27051,27042,27185,27050,27051,27051,27067,27067,27181,27051,27050,27083,27057,27083,27057,27042,27050,27201,27147,27115,27057,27042,27202,27050,27042,27051,27051,27086,27083,27042,27051
X-n242-k48.vrp,83026,83043,82971,83220,83299,83418,83057,82894,83118,82849,83000,83071,83023,82849,83129,82915,82951,83126,83163,82929,83154,82962,83204,83136,83086,83035,82936,83007,83151,83045,83082,83028,83121,83357,83348,82937,82991,83134,83196,83141,83131,83063,83164,83051,83109,82998,82973,83090,83033,83003
X-n247-k50.vrp,37660,37654,37553,37665,37652,37657,37568,37561,37585,37593,37490,37665,37470,37661,37658,37657,37553,37601,37660,37602,37660,37915,37665,37577,37585,37546,37481,37657,37550,37665,37656,37449,37556,37652,37599,37660,37601,37565,37471,37651,37653,37660,37660,37586,37450,37571,37474,37577,37561,37575
X-n251-k28.vrp,38871,38847,38949,38779,38835,38837,38900,38848,38891,38747,38885,38888,38834,38829,38767,38937,38850,38819,38885,38924,38854,38801,38877,38914,38846,38893,38858,38839,38855,38984,38950,38956,38868,38776,38823,38847,38964,38823,38774,38965,38841,38877,38893,39059,38871,38854,38925,38726,38853,38870
X-n256-k16.vrp,18880,18880,18880,18914,18880,18887,18880,18880,18880,18904,18889,18880,18880,18919,18920,18880,18897,18880,18915,18889,18881,18889,18880,18880,18889,18880,18914,18886,18880,18880,18880,18880,18889,18880,18888,18880,18889,18880,18888,18880,18889,18889,18889,18880,18880,18889,18880,18880,18888,18881
X-n261-k13.vrp,26818,26847,26823,26766,26829,26730,26858,26923,26826,26768,26959,27012,26675,26967,26879,26848,26856,26839,26862,26795,26960,26914,26984,26769,27003,27066,26835,26976,26913,26908,26817,26901,26857,26820,26825,26960,26794,26828,26968,26872,26952,26936,26986,26925,26816,26755,26855,26754,26833,26900
X-n266-k58.vrp,76109,75954,76037,75711,75968,75951,76160,76218,75963,76270,76057,75861,75862,75854,75878,75761,75747,75852,75814,76063,76089,75881,76066,75864,76006,75912,76218,75996,75895,76245,76051,76043,76010,75681,75656,75711,76041,76077,75991,76003,76071,75597,75980,75770,75910,75995,76167,76086,75777,76002
X-n270-k35.vrp,35484,35350,35387,35385,35445,35445,35431,35380,35441,35441,35445,35428,35437,35428,35413,35335,35423,35467,35438,35428,35422,35431,35413,35445,35459,35413,35445,35324,35368,35445,35399,35472,35429,35420,35445,35434,35421,35444,35475,35462,35413,35428,35347,35445,35417,35462,35388,35421,35417,35448
X-n275-k28.vrp,21245,21302,21275,21245,21245,21245,21245,21275,21245,21275,21265,21320,21283,21336,21320,21245,21257,21245,21245,21258,21322,21275,21296,21245,21320,21257,21245,21245,21320,21257,21250,21265,21245,21245,21245,21245,21320,21253,21275,21325,21254,21265,21245,21245,21275,21265,21245,21324,21320,21320
X-n280-k17.vrp,33829,33689,33610,33694,33604,33594,33679,33679,33733,33645,33653,33665,33666,33748,33580,33750,33665,33716,33767,33725,33702,33698,33715,33730,33639,33689,33722,33733,33626,33702,33625,33612,33669,33641,33626,33719,33558,33676,33616,33605,33687,33675,33786,33704,33666,33621,33684,33818,33698,33670
X-n284-k15.vrp,20334,20475,20412,20518,20394,20465,20423,20367,20542,20362,20474,20434,20388,20496,20474,20439,20453,20480,20315,20441,20362,20469,20317,20393,20320,20447,20472,20390,20513,20247,20556,20322,20462,20576,20467,20602,20487,20348,20506,20425,20317,20650,20290,20442,20477,20368,20356,20478,20248,20466
X-n289-k60.vrp,95884,95920,96083,96052,95788,95731,95708,96097,95749,95884,95827,95843,95769,95490,95759,95916,95896,95632,95824,95617,95876,95653,95759,95820,96039,95704,95827,95852,96021,95950,95787,95886,95909,95775,95841,95796,95690,95825,95616,95832,95670,95832,96000,95807,95679,95812,95876,95901,95905,95742
X-n294-k50.vrp,47517,47400,47315,47371,47347,47312,47339,47363,47461,47383,47439,47409,47304,47343,47410,47346,47285,47320,47374,47437,47467,47304,47370,47420,47481,47339,47482,47292,47433,47295,47353,47283,47402,47360,47347,47415,47414,47337,47354,47450,47395,47417,47442,47305,47406,47459,47420,47448,47342,47458
X-n298-k31.vrp,34510,34351,34371,34435,34438,34308,34425,34348,34321,34359,34634,34345,34464,34344,34319,34353,34526,34348,34343,34464,34391,34454,34362,34498,34382,34422,34330,34521,34306,34358,34333,34381,34706,34361,34351,34520,34686,34349,34317,34483,34365,34378,34442,34542,34361,34332,34385,34348,34533,34332
X-n303-k21.vrp,21930,21854,21926,21932,21900,21875,21843,21908,21916,21834,21844,21819,21804,21879,21886,21856,21959,21934,21911,21849,21827,21845,21882,21888,21896,21945,21860,21892,21851,21807,21859,21848,21821,21889,21852,21897,21828,21833,21890,21900,21888,21805,21981,21921,21944,21900,21900,21952,21897,21899
X-n308-k13.vrp,26006,25994,25950,26131,26010,26011,26371,25945,25931,26022,25996,26061,26098,26078,26069,25872,26098,26223,26060,26016,26341,26055,26058,25905,26151,26232,25942,25996,26106,25983,25948,25937,25951,26063,25981,26048,25988,26081,26017,26063,25921,26067,26017,26290,26131,26008,26058,26056,26293,26090
X-n313-k71.vrp,94555,94717,94541,94783,94426,94907,94483,94394,94660,94335,94965,94855,94623,94838,94600,94465,94562,94712,94570,94766,94814,94561,94633,94407,94576,94609,94875,94631,94368,94729,94647,94593,94674,94871,94499,94583,94395,94615,94626,94920,94515,94552,94534,94759,94529,94858,94715,94345,94622,94635
X-n317-k53.vrp,78355,78386,78368,78355,78371,78355,78363,78355,78383,78355,78389,78355,78371,78371,78379,78368,78363,78395,78371,78359,78371,78355,78382,78387,78355,78355,78363,78386,78359,78355,78363,78363,78374,78355,78355,78359,78374,78369,78410,78371,78363,78355,78363,78363,78355,78363,78355,78383,78371,78388
X-n322-k28.vrp,30039,30068,29995,30024,29961,29989,29983,30247,29973,30009,30017,29984,29995,30026,29964,30000,30021,30133,30072,30004,30024,29919,29963,30091,30041,30045,30104,30116,30048,30054,29955,29950,29980,29942,30046,30141,30094,30063,29975,30048,30002,29992,29999,29952,30001,30014,29988,30046,29995,30026
X-n327-k20.vrp,27748,27770,27739,27717,27801,27868,27803,27783,27797,27723,27831,27688,27800,27681,27808,27854,27823,27815,27896,27667,27806,27804,27704,27650,27729,27735,27710,27734,27763,27784,27755,27732,27793,27745,27779,27767,27749,27753,27812,27773,27785,27727,27735,27810,27789,27747,27827,27766,27762,27751
X-n331-k15.vrp,31122,31268,31142,31181,31122,31122,31276,31171,31222,31223,31211,31130,31195,31169,31220,31128,31126,31224,31184,31187,31146,31122,31237,31186,31122,31206,31127,31288,31378,31129,31187,31133,31186,31122,31122,31190,31122,31229,31198,31179,31233,31187,31103,31175,31122,31215,31129,31145,31199,31347
X-n336-k84.vrp,140039,140062,139983,140537,139668,140115,139942,140192,139963,140250,140002,140129,140005,140041,140218,140133,140173,139929,140158,140046,139995,139912,140375,140233,139962,140260,140070,139860,140013,140321,140220,140099,140236,140277,139885,140175,139707,139786,140295,140248,140137,140199,140016,140216,140097,140066,140237,140002,139882,139959
X-n344-k43.vrp,42351,42397,42253,42367,42391,42423,42385,42334,42428,42406,42357,42316,42435,42357,42390,42345,42444,42458,42283,42447,42334,42299,42402,42209,42319,42351,42486,42304,42221,42420,42304,42385,42330,42380,42323,42340,42299,42339,42358,42364,42377,42385,42311,42296,42195,42379,42317,42346,42275,42274
X-n351-k40.vrp,26043,26160,26080,26073,26141,26131,26063,26089,26086,25980,26088,26047,26112,26186,26073,26107,26090,26064,26108,26109,26212,26128,26118,26044,26128,26100,26121,26174,26102,26152,26115,26123,26093,26020,26110,26108,26070,26070,26099,26137,26033,26173,26084,26117,26043,26058,26112,26124,26090,26167
X-n359-k29.vrp,51926,51684,51948,51935,51864,51912,51781,51775,51750,51958,51892,51901,51786,51793,51772,51782,51892,51803,51855,51789,51831,51910,51940,51917,51834,51900,51896,51904,51713,51953,51768,51992,51880,51940,51856,51928,51988,51838,51864,51822,51803,51895,51783,51787,51820,51771,51857,51871,51763,51860
X-n367-k17.vrp,22965,22872,22908,22956,22834,22830,22864,22821,22883,22814,22832,22868,22844,22956,22834,22934,23035,22985,22914,22862,22838,22908,22841,22873,22924,22833,22876,22937,22862,22918,22959,22972,22893,22840,22917,22835,22893,22896,22913,22866,22840,23052,22963,22925,22974,22897,22843,22975,22890,22906
X-n376-k94.vrp,147750,147718,147713,147729,147768,147717,147751,147718,147718,147774,147718,147718,147713,147717,147752,147717,147718,147768,147717,147718,147718,147782,147731,147722,147772,147718,147745,147718,147727,147731,147718,147722,147837,147751,147752,147718,147751,147713,147745,147718,147745,147722,147745,147731,147751,147754,147717,147718,147775,147718
X-n384-k52.vrp,66195,66299,66317,66356,66241,66444,66359,66317,66378,66268,66460,66278,66382,66281,66304,66203,66387,66272,66262,66313,66402,66158,66057,66216,66409,66188,66396,66397,66374,66354,66186,66304,66258,66253,66279,66273,66348,66260,66329,66167,66498,66242,66197,66353,66280,66297,66285,66324,66150,66180
X-n393-k38.vrp,38361,38327,38424,38469,38531,38433,38573,38426,38512,38391,38453,38477,38479,38483,38365,38395,38415,38505,38515,38381,38494,38392,38395,38496,38497,38423,38555,38349,38345,38385,38478,38406,38387,38381,38393,38419,38536,38489,38373,38502,38442,38486,38450,38402,38353,38424,38531,38524,38403,38566
X-n401-k29.vrp,66422,66392,66373,66435,66323,66486,66355,66418,66393,66540,66316,66544,66390,66437,66319,66352,66436,66444,66355,66386,66402,66338,66445,66553,66414,66343,66462,66450,66422,66362,66424,66407,66422,66432,66303,66368,66342,66405,66447,66309,66387,66403,66397,66400,66470,66435,66485,66400,66463,66390
X-n411-k19.vrp,19804,19833,19969,19855,19785,19750,19883,19827,19790,19807,19767,19803,20050,19951,19988,20016,19914,19887,19799,19822,19921,19924,19932,19817,19802,19981,20031,19905,19824,20003,19801,20025,19815,19886,19931,19802,19952,19816,19902,19791,20014,19785,19870,19775,19946,19821,19940,20035,19960,19903
X-n420-k130.vrp,108150,108051,108178,108043,108198,107989,108093,108092,108191,108036,108087,108164,108153,108104,107970,108075,108244,107917,107943,108101,108165,108148,108144,108141,108073,108213,108058,108003,108203,108122,108202,108080,108017,108186,108228,107943,108214,108058,108246,108266,108143,108139,107954,107999,108122,107997,108004,108333,108130,108235
X-n429-k61.vrp,65900,65687,65827,65916,66069,65848,65955,65862,65859,66016,65872,65832,65808,65834,65913,65820,65762,65772,66012,65657,65888,65704,65912,65912,65892,65744,65715,65911,65675,65700,65761,65838,65778,65893,65866,66006,65945,65748,65972,65898,65609,66010,65751,65853,65882,65945,65869,65955,65872,65895
X-n439-k37.vrp,36503,36481,36480,36443,36489,36452,36407,36416,36476,36463,36452,36444,36408,36472,36461,36437,36534,36449,36495,36471,36455,36440,36449,36438,36507,36434,36551,36486,36457,36536,36460,36433,36408,36471,36463,36467,36494,36500,36419,36476,36444,36430,36476,36493,36515,36518,36432,36465,36474,36450
X-n449-k29.vrp,55917,55827,55823,55790,55780,55734,55833,55734,55728,55767,56060,55797,55667,55783,55579,55658,55742,55605,55803,55937,55863,55713,55864,55791,55642,55780,55812,55912,55804,55862,55882,55744,55626,55811,55702,55781,55776,56015,55854,56141,55943,55622,55739,55586,55682,55770,55809,55786,55810,55780
X-n459-k26.vrp,24258,24298,24293,24250,24218,24210,24259,24408,24257,24223,24392,24294,24319,24251,24309,24266,24263,24356,24202,24212,24299,24252,24276,24241,24242,24357,24208,24301,24314,24292,24297,24242,24365,24226,24287,24360,24543,24292,24240,24266,24254,24320,24334,24371,24244,24283,24211,24264,24327,24249
X-n469-k138.vrp,224200,224765,224331,224686,224090,224140,224571,224684,224450,224340,224374,224507,224107,224168,224527,224526,224077,224341,223978,224462,224503,224280,224495,224329,224175,224202,224119,224077,223988,224502,224089,224835,224442,224578,223971,224544,224027,224171,224797,224701,224286,224019,224483,224816,224518,224495,223939,224055,224020,224190
X-n480-k70.vrp,89702,89831,89767,89986,89868,89856,89785,89930,89762,89989,89906,89992,89864,89775,89932,89869,89776,89856,90068,89825,89964,89866,89996,89936,89898,89901,89802,89824,89961,89943,89774,89910,89939,89934,89975,89991,89963,89779,89873,89844,89804,89741,89802,89830,89860,89839,89870,89944,89972,89922
X-n491-k59.vrp,67117,66939,66934,66947,66954,67016,67031,67057,66945,66948,66948,67026,66928,66981,66979,66950,66987,67077,67060,67139,67143,66990,66948,66900,67040,66942,67018,67292,67130,66909,66879,67135,66786,67203,67066,66964,66975,66923,67094,66963,67148,66910,67196,66991,66984,66883,66989,66844,67003,67122
X-n502-k39.vrp,69283,69277,69286,69281,69284,69274,69315,69263,69272,69275,69239,69262,69270,69256,69270,69316,69259,69263,69285,69260,69255,69280,69268,69281,69288,69288,69255,69286,69259,69270,69333,69284,69259,69266,69327,69292,69281,69262,69308,69284,69271,69270,69277,69307,69296,69333,69260,69277,69272,69294
X-n513-k21.vrp,24355,24281,24302,24373,24326,24311,24360,24347,24297,24311,24321,24405,24390,24282,24379,24343,24327,24315,24327,24368,24354,24404,24400,24305,24333,24323,24321,24349,24310,24325,24409,24294,24301,24374,24348,24274,24325,24327,24321,24297,24318,24242,24353,24357,24325,24507,24335,24285,24321,24255
X-n524-k153.vrp,155889,155893,156005,155239,155795,155966,155931,156117,155715,155129,155249,155818,155567,155742,155710,155823,155779,155923,155605,155123,155129,155352,155353,156119,156013,155468,155529,155392,155852,155390,155923,155937,155425,155065,155501,155526,155718,155030,155913,155576,155363,155215,155783,155303,155288,155889,155758,155585,155909,155337
X-n536-k96.vrp,95697,95672,95837,95786,95806,95806,95783,95657,95755,95714,95683,95813,95665,95846,95696,95679,95771,95726,95797,95756,95829,95727,95772,95782,95637,95746,95687,95758,95764,95766,95881,95714,95691,95644,95772,95694,95677,95619,95808,95745,95712,95752,95672,95769,95699,95605,95779,95844,95676,95661
X-n548-k50.vrp,86926,86802,86899,86723,86799,86981,86839,86781,86780,86838,86708,86776,86841,86788,86788,86863,86902,86858,86789,86859,86893,86803,86990,86868,86939,86816,86856,86809,86876,86850,86826,86824,86883,86838,86916,86976,86850,86858,86923,86877,86895,86894,86872,86988,86808,86865,86788,86851,86896,86835
X-n561-k42.vrp,42995,43141,43010,42884,43073,43008,43029,42994,43079,43005,42896,43030,42970,43087,42899,43140,42962,43108,43074,42995,43007,42962,42845,42923,43088,42992,43179,43170,43045,43055,43194,42947,43041,42952,43234,42987,42970,43042,42935,42913,43053,42861,43019,43093,43051,43004,43001,42992,43106,43042
X-n573-k30.vrp,50924,51038,50935,50966,51075,50958,51023,50922,51109,51022,51088,51002,51173,50996,51039,50953,51014,51066,51120,51027,51007,51020,51042,50999,50940,51035,51093,50982,51019,51014,51050,51010,51029,50981,51094,51008,50997,51029,50988,50921,51132,51029,51031,51028,51028,50980,51039,51101,51058,51043
X-n586-k159.vrp,191640,192015,191890,191836,191611,191855,191646,191571,191556,191804,191810,191473,192011,191699,191777,191748,191899,191374,191707,191514,191746,191670,191602,191982,191808,191658,191660,191721,191765,191701,191685,191854,191760,191376,191540,191515,191589,192202,191837,191827,192067,192020,191989,191912,191627,191731,192030,191400,192134,191699
X-n599-k92.vrp,109117,109069,109103,109246,109265,109381,109157,109319,109181,109272,108991,109121,109223,109185,109110,108961,109093,109193,109126,109330,109135,109232,109205,109067,109254,109187,109248,109161,109134,108999,109126,108859,109271,109142,109076,108905,109250,109163,109166,109194,109114,109323,108900,109118,109034,109354,109079,109110,109116,109230
X-n613-k62.vrp,59965,60049,60095,60275,60042,60136,60038,60049,60146,60077,60133,60056,59898,60116,59930,59984,60203,60012,60106,60030,60235,60186,60143,60260,60203,60085,60062,60123,60052,60043,60046,59982,60102,60135,60000,60030,59976,60022,60224,60153,60107,60201,60179,59879,60158,60220,60117,60232,60227,60274
X-n627-k43.vrp,62589,62468,62514,62474,62426,62567,62561,62627,62491,62583,62569,62493,62520,62556,62502,62507,62583,62599,62508,62503,62589,62587,62458,62512,62558,62572,62509,62539,62661,62486,62611,62509,62572,62463,62581,62590,62462,62593,62574,62499,62584,62558,62527,62615,62623,62449,62698,62517,62643,62538
X-n641-k35.vrp,64068,64045,64055,64268,64292,64232,64201,64327,64277,64252,64045,64236,64278,64122,63999,64106,64291,64142,64154,64142,63976,64328,64040,64172,64138,64226,64283,64147,64041,64253,64185,64207,64209,64155,64266,64107,64039,64339,64138,64152,64088,64183,64240,64093,64181,64100,64103,64340,64175,64202
X-n655-k131.vrp,106855,106821,106856,106835,106890,106846,106804,106841,106825,106836,106828,106831,106843,106845,106840,106832,106802,106833,106858,106822,106828,106820,106871,106840,106862,106870,106819,106813,106813,106825,106834,106835,106852,106850,106839,106844,106839,106862,106851,106820,106834,106848,106882,106851,106817,106814,106820,106849,106836,106828
X-n670-k130.vrp,149840,150376,149188,149869,149412,149831,148701,148540,149078,150059,148814,149844,149335,150578,149410,148668,150107,149089,149108,149831,149891,149209,149647,149420,149855,149366,148837,148998,149936,150152,149285,149604,147790,149787,149176,149192,148914,149797,149525,148923,149595,149240,149421,149531,149375,148970,149921,149945,148800,147936
X-n685-k75.vrp,68668,68732,68895,68869,68899,68871,68850,68799,68875,68949,68784,68647,68872,68980,68735,68870,68806,68661,68704,68808,68756,68800,68713,68779,68889,68824,68938,68795,68809,68879,68835,68786,68903,68598,68841,68864,68980,68651,68766,68796,68957,68716,68890,68843,68770,68790,68708,68713,68760,68879
X-n701-k44.vrp,82712,82551,82541,82454,82809,82519,82490,82629,82560,82460,82889,82646,82588,82747,82646,82578,82570,82545,82534,82377,82766,82557,82613,82635,82646,82548,82686,82458,82682,82568,82770,82717,82567,82588,82616,82502,82541,82546,82508,82647,82567,82560,82526,82447,82683,82533,82674,82684,82808,82578
