Instance,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49
X-n670-k130.vrp,148892,149398,149910,148691,149149,149258,148766,148205,149121,149536,149970,149081,149583,149151,149370,149208,149241,149198,149556,149077,149231,149443,149428,149760,149976,148985,149547,148665,149482,148404,148839,149283,149221,149481,149141,149797,149886,149444,149337,148844,149638,149134,149314,150010,149190,149292,149062,149220,149560,149938
X-n685-k75.vrp,68916,69035,68938,68969,69013,68949,68964,68919,69065,69120,68814,68704,68903,68916,68779,69104,68709,68672,69075,68863,69181,68933,68702,68881,68885,68757,68672,68902,68871,68864,68722,68925,68981,68771,68835,69031,68968,68940,68961,68936,69073,68896,68771,68924,69005,68591,68931,68807,69165,68923
X-n701-k44.vrp,82653,82476,82652,82788,82755,82464,82521,82756,82577,82477,82651,82712,82817,82758,82665,82736,82895,82353,82662,82740,82575,82715,82571,82602,82668,82754,82531,82636,82758,82600,82680,82552,82571,82562,82750,82511,82351,82532,82602,82743,82601,82740,82610,82553,82637,82643,82693,82662,82583,82647
X-n716-k35.vrp,44005,43959,43952,43954,43876,43982,43886,44020,43894,43883,43879,43959,44004,43944,43849,43769,43892,44034,44037,43849,43940,43962,43908,43900,44088,43946,43934,43872,43934,43998,43877,43954,43953,43947,43884,43945,43981,43833,43988,43981,43952,43896,43924,44020,43824,43958,43966,44002,43938,43941
X-n733-k159.vrp,137064,137248,137184,137106,137268,137220,137016,137047,136925,137389,136854,137212,137064,137124,137003,136945,137357,137033,137268,137325,137251,137185,136918,136991,137104,137241,136863,137160,137466,137157,137502,136988,137086,136872,136974,137268,137411,136815,137105,137048,137071,137034,136900,136895,137231,137259,137388,137096,137068,137162
X-n749-k98.vrp,78134,78106,78006,78280,78178,78230,78004,78100,78211,78111,78218,78018,78152,78312,78066,78202,78082,78141,78055,78291,78224,78088,78238,78297,78451,78263,78174,77954,78051,78214,78169,78018,78225,78128,78258,78204,78191,78345,78221,77932,78269,78163,78153,78494,78343,78185,78065,78216,78324,78244
X-n766-k71.vrp,115691,115593,115625,115601,115718,115532,115515,115800,115791,115584,115633,115568,115740,115724,115713,115705,115542,115785,115646,115573,115748,115619,115849,115804,115710,115562,115486,115627,115489,115582,115596,115690,115386,115592,115704,115977,115709,115893,115703,115739,115580,116051,115923,115866,115564,115733,115674,115552,115354,115991
X-n783-k48.vrp,73093,73017,73068,73157,73275,73211,73021,73134,73166,73214,73070,73241,73161,73328,73281,73336,73401,72997,73243,72935,73007,73070,73254,73268,72934,72918,73362,73414,73308,73284,73127,73083,73100,73031,73406,73037,73354,73313,73367,73042,73305,73223,72988,73098,72999,73154,73174,72929,72988,73263
X-n801-k40.vrp,73757,73656,73756,73589,73887,73731,73705,73776,73771,73602,73656,73706,73692,73739,73785,73706,73839,73766,73822,73767,73775,73668,73708,73807,73733,73811,73763,73792,73751,73735,73849,73696,73857,73868,73782,73629,73824,73741,73738,73727,73646,73574,73703,73650,73714,73748,73863,73780,73753,73706
X-n819-k171.vrp,159758,159454,159648,159652,159368,159299,159483,159203,159239,159556,159357,159482,159476,159697,159447,159442,159635,159689,159454,159488,159309,159654,159613,159657,159542,159601,159280,159746,159994,159567,159393,159858,159385,159611,159573,159445,159537,159698,159605,159504,159427,159591,159499,159257,159527,159423,159321,159575,159844,159612
X-n837-k142.vrp,195074,194779,195013,194940,195175,195138,195372,194860,194886,195243,195080,194971,194839,194943,194958,195162,195258,195013,194990,195130,195022,195327,195094,194734,194837,195142,195043,195191,195239,195022,194908,195008,194974,194919,195170,194837,195301,195090,194772,194783,194880,194938,195048,195112,195011,194830,195085,194859,195028,194830
X-n856-k95.vrp,89416,89376,89379,89227,89377,89427,89385,89419,89285,89247,89295,89308,89341,89576,89315,89501,89319,89374,89319,89386,89395,89404,89436,89274,89287,89410,89224,89229,89263,89405,89407,89398,89410,89477,89344,89269,89514,89301,89374,89381,89274,89423,89299,89192,89316,89439,89330,89165,89495,89359
X-n876-k59.vrp,100183,100048,100109,99932,100215,100086,100315,100114,100128,100316,100120,100186,100157,100340,100295,100124,100183,100397,99962,100102,100089,100112,100257,100124,100211,100261,100272,100131,100156,100415,100039,100023,100410,100088,100193,100113,99999,100257,100133,100287,100254,100183,99993,100190,100113,100238,100223,100347,100209,100049
X-n895-k37.vrp,54615,54606,54557,54971,54501,54677,54697,54626,54426,54593,54620,54682,54732,54761,54777,54693,54899,54876,54574,54597,54649,54555,54717,54698,54904,54531,54743,54762,54715,54527,54557,54592,54708,54635,54675,54452,54614,54861,54634,54750,54596,54624,54539,54747,54622,54653,54664,54679,54577,54524
X-n916-k207.vrp,330898,331275,331404,330928,331001,331863,331448,331526,331326,331266,331412,331296,331665,331350,331432,331283,331545,331149,331545,331330,330951,331252,331325,331606,331512,331282,331360,331492,331393,331297,331321,331028,331048,331129,331823,331086,331519,331156,330959,331279,331110,331492,331357,331136,331738,331171,331410,331203,331145,331394
X-n936-k151.vrp,135532,134957,134887,135103,135434,135145,135207,135146,135666,135280,135494,135388,135208,135378,135174,135035,134636,136290,134918,135281,135739,134870,134835,135840,135989,134831,135336,135472,135412,135212,135461,135231,135784,135319,135169,135697,135175,135316,135097,135441,135245,136151,135281,135024,136095,135323,135104,134861,136034,135399
X-n957-k87.vrp,85931,85832,85769,85903,85911,85852,85751,85842,85921,85880,85810,85719,85809,85864,85965,85843,85733,85930,86029,85910,85820,85866,85893,85959,85834,85847,85834,85886,85978,85898,85759,85787,85898,85792,85821,85906,85969,85794,85982,85759,85657,85843,85863,85899,85775,85756,85973,85945,85762,85950
X-n979-k58.vrp,119943,120350,120450,119858,120392,119698,120171,119743,120153,119906,119657,119730,120433,120305,119661,119577,119618,119793,120496,119862,119673,119800,119995,119463,119983,119701,120687,119775,119842,119834,119829,120002,119974,119879,120704,119780,120345,120288,119830,119798,120044,119831,119845,119726,119851,119945,119739,119747,119787,119953
X-n1001-k43.vrp,73427,73341,73610,73792,73296,73224,73335,73293,73503,73318,73460,73491,73533,73632,73448,73486,73257,73592,73363,73775,73101,73332,73324,73489,73252,73503,73583,73182,73498,73824,73458,73410,73394,73271,73217,73575,73448,73379,73261,73258,73429,73329,73529,73624,73600,73455,73492,73114,73563,73573
instance,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49
X-n101-k25.vrp,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2
X-n106-k14.vrp,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
X-n110-k13.vrp,4,4,3,4,3,3,3,3,3,3,4,4,3,4,4,3,3,4,4,4,3,4,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,3,3,3,3,4,3,4,4,3
X-n115-k10.vrp,6,8,6,8,7,7,6,7,8,8,8,7,6,7,7,8,7,6,7,7,8,6,8,6,7,7,8,6,8,8,8,9,8,8,6,7,8,6,7,7,6,8,8,8,8,7,8,6,8,7
X-n120-k6.vrp,6,6,7,7,7,6,6,7,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,7,7,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6
X-n125-k30.vrp,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,4,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3
X-n129-k18.vrp,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4
X-n134-k13.vrp,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
X-n139-k10.vrp,5,5,5,6,5,6,6,5,5,6,5,5,5,5,6,5,5,5,6,6,5,5,5,5,6,5,6,6,5,5,6,6,5,6,5,5,5,5,5,5,5,6,5,6,6,6,5,5,5,6
X-n143-k7.vrp,7,6,6,7,6,7,7,7,7,7,6,7,7,7,7,6,7,7,7,6,6,7,8,7,7,6,7,6,7,7,6,6,7,7,7,7,8,7,6,6,7,7,7,6,7,6,7,8,7,7
X-n148-k46.vrp,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
X-n153-k22.vrp,6,6,6,5,6,6,5,6,5,6,5,6,6,6,5,6,5,5,5,5,5,6,6,6,6,6,7,5,6,5,5,5,6,6,5,5,5,5,6,5,6,6,6,5,5,5,6,7,5,5
X-n157-k13.vrp,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,5,6,6,6,5,6,6,6,5,6,6,5,5,6,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6
X-n162-k11.vrp,8,6,5,5,5,7,5,5,6,7,7,6,7,5,5,7,6,5,6,6,5,6,6,5,5,7,6,5,5,5,7,6,5,5,5,6,5,5,7,6,6,7,6,5,6,7,6,5,6,5
X-n167-k10.vrp,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,6,6,5,6,5,5,5,5,5,5,5,6,5,6,6,5,5,6,5,6,5,5,5,5,5,5,5,5,5,6,5,6,5
X-n172-k51.vrp,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
X-n176-k26.vrp,6,7,6,7,7,6,6,7,6,7,7,7,7,5,7,7,6,7,6,7,7,6,6,7,6,7,6,7,6,6,7,7,6,6,5,7,6,7,7,6,6,7,7,7,6,7,6,7,5,7
X-n181-k23.vrp,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,4,4,5,5,5,4,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,4,5,4,5,5,5
X-n186-k15.vrp,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
X-n190-k8.vrp,8,7,7,7,8,8,7,8,7,8,7,8,7,8,8,8,8,7,7,8,7,8,8,8,8,7,8,9,7,8,8,7,7,7,7,8,8,8,8,8,7,8,8,7,8,8,8,8,7,8
X-n195-k51.vrp,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4
X-n200-k36.vrp,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
X-n204-k19.vrp,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5
X-n209-k16.vrp,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
X-n214-k11.vrp,7,6,7,6,7,6,6,6,7,6,6,7,7,7,7,6,7,6,7,7,6,6,6,6,6,7,7,6,6,6,6,7,6,6,6,6,7,7,6,6,6,7,6,6,7,6,6,7,6,7
X-n219-k73.vrp,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
X-n223-k34.vrp,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
X-n228-k23.vrp,8,7,7,8,7,7,7,7,7,8,7,7,8,7,7,7,7,7,7,7,8,7,8,7,7,7,8,7,8,7,7,7,8,7,7,7,7,8,7,8,7,7,7,7,7,7,7,7,8,8
X-n233-k16.vrp,7,7,8,8,7,7,7,8,8,8,7,7,7,7,8,8,8,8,7,8,7,7,7,7,8,7,8,8,8,7,8,7,7,7,7,7,8,8,7,7,7,7,7,8,8,8,7,7,8,8
X-n237-k14.vrp,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7
X-n242-k48.vrp,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
X-n247-k50.vrp,9,8,9,9,10,9,9,8,9,9,9,9,8,8,9,9,9,9,9,9,9,9,10,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,10,9,10,9,9,9,8,10,9,9
X-n251-k28.vrp,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
X-n256-k16.vrp,9,10,10,10,11,10,10,10,9,11,9,8,10,10,10,9,10,10,10,10,10,10,9,10,10,10,9,10,10,8,10,10,9,10,9,10,10,10,10,9,8,10,8,10,8,10,9,8,10,10
X-n261-k13.vrp,8,9,8,8,8,8,8,8,9,8,8,7,8,8,8,8,8,8,8,8,7,9,8,8,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8,9,8,8,9,8,9,8,8,8,8,8
X-n266-k58.vrp,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,5,4,4,4,5,4
X-n270-k35.vrp,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
X-n275-k28.vrp,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
X-n280-k17.vrp,9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,9,8,9,8,9,8,8,9,8,9,9,9,9
X-n284-k15.vrp,8,8,8,7,7,8,7,8,8,8,7,8,7,8,7,7,7,7,7,7,8,8,7,7,8,7,8,8,8,8,8,8,8,8,7,8,7,8,8,8,8,7,8,8,8,7,9,7,7,7
X-n289-k60.vrp,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
X-n294-k50.vrp,6,5,6,6,5,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5,5,5,6,6,6,6,5,6,5,5,5,6,5,6,5,6,6,5,5,6,5,5,6,6,5,6,5,6,5,6
X-n298-k31.vrp,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
X-n303-k21.vrp,7,7,8,8,8,8,7,7,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,7,8,7,8,7,8,7,8,8,8,8,7,7,8,7,8,8,8,8,8
X-n308-k13.vrp,11,12,12,12,12,11,11,12,11,13,12,12,12,12,12,12,12,11,12,13,12,12,11,12,12,12,12,13,12,13,12,13,11,11,12,13,12,12,12,11,12,11,12,12,11,12,12,12,11,12
X-n313-k71.vrp,6,6,6,5,6,5,5,6,6,6,5,6,6,6,5,6,6,5,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,5,5,6,6,6,5,6,6,6,6,6,5,6
X-n317-k53.vrp,6,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,7,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,7,6,7,6,6,6
X-n322-k28.vrp,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6
X-n327-k20.vrp,8,8,7,8,8,8,9,8,8,9,8,9,8,9,8,8,8,8,9,8,8,7,8,8,9,9,8,9,8,8,8,8,8,8,8,8,7,8,9,9,8,8,8,8,8,8,8,8,8,8
X-n331-k15.vrp,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,10,9,10,9,9,9,9,9,9,9,9,10,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9
X-n336-k84.vrp,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,7,6,6,6,7
X-n344-k43.vrp,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
X-n351-k40.vrp,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
X-n359-k29.vrp,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
X-n367-k17.vrp,13,15,14,13,13,14,13,15,13,13,14,13,14,13,14,13,14,13,16,14,13,15,14,13,13,14,13,14,13,14,13,16,14,14,13,13,13,13,14,12,14,13,14,13,13,13,14,14,13,13
X-n376-k94.vrp,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
X-n384-k52.vrp,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
X-n393-k38.vrp,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
X-n401-k29.vrp,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,12,12,12,12,12,12,11,11,11,11,11,12,12,11,11,11,11,11,11,11,11,12,11,12,11,11,12,11,11,11,12,11,12,12,11
X-n411-k19.vrp,16,16,17,15,15,15,18,16,19,15,17,18,17,17,15,16,15,17,16,12,18,18,16,17,17,16,17,16,19,12,16,15,17,16,16,12,14,16,16,15,16,15,15,16,15,15,15,17,15,17
X-n420-k130.vrp,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7
X-n429-k61.vrp,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7
X-n439-k37.vrp,9,9,9,9,9,9,9,9,8,9,9,8,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
X-n449-k29.vrp,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,8,8,8,9,9,9,9,9,9,8,9,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
X-n459-k26.vrp,11,11,10,11,10,10,10,10,10,10,10,11,10,10,11,11,11,10,11,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,11,11,11,11,11,11,10,10,11,10,10,10,11
X-n469-k138.vrp,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
X-n480-k70.vrp,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,8,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
X-n491-k59.vrp,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9
X-n502-k39.vrp,11,11,11,11,11,12,11,12,11,11,12,11,12,11,11,12,12,12,11,11,11,11,11,11,11,11,12,11,11,11,11,11,12,12,12,12,11,11,11,12,11,12,11,12,12,11,11,11,11,12
X-n513-k21.vrp,18,18,18,18,18,19,16,18,16,18,17,18,18,18,19,18,18,19,18,16,19,18,18,18,18,17,19,20,18,18,18,17,16,18,19,17,16,18,17,18,17,18,18,18,18,16,17,17,19,15
X-n524-k153.vrp,20,19,19,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,19,19,19,19,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,19,19,19,19,18,19
X-n536-k96.vrp,8,8,8,9,8,8,8,9,9,8,8,8,9,9,9,9,9,8,8,9,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,9,8,9,8,9,9,8,8,9,9,9,9,9,8,8
X-n548-k50.vrp,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
X-n561-k42.vrp,12,11,12,10,12,12,12,13,12,12,12,12,11,12,11,12,11,11,11,12,11,11,11,11,11,11,11,12,11,12,12,11,12,11,11,11,10,12,12,11,11,11,12,12,11,12,12,11,11,11
X-n573-k30.vrp,14,13,15,12,19,15,15,12,15,15,13,16,12,17,16,16,15,14,17,13,15,14,12,14,15,16,15,15,15,12,12,13,12,15,13,13,12,15,13,16,13,13,13,14,17,14,18,15,15,16
X-n586-k159.vrp,8,9,9,8,8,9,9,8,9,8,9,8,9,9,8,8,9,8,8,8,8,8,9,8,9,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,9,8,8,8,8,8,8,8,8
X-n599-k92.vrp,9,9,8,8,8,8,9,9,9,8,9,9,9,8,9,8,8,9,8,8,8,9,8,9,9,8,9,9,9,8,8,8,8,8,9,8,9,8,8,8,8,8,9,9,9,8,8,8,8,8
X-n613-k62.vrp,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
X-n627-k43.vrp,10,10,9,10,9,10,10,10,9,10,9,9,9,10,9,10,10,10,9,9,10,10,9,9,10,9,9,9,10,9,10,10,10,10,9,10,9,9,10,9,10,9,9,9,9,9,10,10,10,10
X-n641-k35.vrp,11,10,10,10,11,11,10,10,10,10,11,11,10,10,11,11,11,11,10,10,11,10,11,10,10,11,10,11,10,11,10,10,11,10,11,10,11,10,11,10,11,11,11,10,11,11,11,10,11,11
X-n655-k131.vrp,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
X-n670-k130.vrp,19,20,21,20,20,19,19,18,20,19,19,20,19,19,20,20,19,21,19,19,19,20,20,20,21,20,20,18,19,18,18,20,20,20,19,20,19,21,18,20,19,20,19,20,20,21,21,19,20,20
X-n685-k75.vrp,13,13,13,13,12,12,13,14,13,12,12,13,13,12,13,13,13,13,13,13,14,12,13,12,13,12,13,12,13,12,12,14,12,13,13,13,13,12,13,13,13,13,13,12,13,12,13,12,14,13
X-n701-k44.vrp,11,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,11,11,11,11,11,12,12,12,12,11,12,12,12,12,12,12,11,11,12,11,12,11,12,11
X-n716-k35.vrp,13,14,14,14,13,13,14,14,13,13,14,14,13,14,14,14,13,13,14,14,14,14,14,14,13,14,14,14,14,14,14,13,13,15,14,14,14,14,14,14,13,14,14,13,14,14,13,14,13,13
X-n733-k159.vrp,11,10,11,10,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,10,11,11,10
X-n749-k98.vrp,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12
X-n766-k71.vrp,15,15,16,15,15,14,16,14,14,16,15,14,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,16,15,15,15,14,16,14,15,15,15
X-n783-k48.vrp,16,16,16,16,15,16,16,15,16,15,15,15,15,16,16,16,15,16,16,15,16,16,15,15,16,15,16,14,15,16,15,16,17,15,15,16,16,15,16,15,15,16,16,16,15,15,15,16,15,16
X-n801-k40.vrp,13,13,13,13,13,13,14,13,13,13,13,14,13,14,14,13,13,14,13,13,14,13,13,14,13,13,13,13,13,13,14,13,14,13,13,14,13,13,14,13,14,13,13,13,13,13,13,13,14,14
X-n819-k171.vrp,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
X-n837-k142.vrp,11,11,11,12,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,12,11,11
X-n856-k95.vrp,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
X-n876-k59.vrp,16,16,15,16,16,15,15,15,16,16,15,15,15,15,15,15,15,16,15,16,16,15,15,15,15,15,15,15,15,15,16,15,16,15,15,16,15,15,15,15,15,15,16,15,15,15,15,15,16,16
