Instance,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49
Instance,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49
Antwerp1.txt,35,36,37,35,35,36,35,37,35,36,34,35,35,35,35,35,35,35,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,34,35,35,35,35,35,35,35
Antwerp2.txt,58,59,45,44,54,48,49,43,49,49,45,50,58,44,43,45,44,47,51,42,54,43,41,45,53,54,47,47,59,49,45,56,52,42,50,48,43,50,51,42,41,55,43,52,51,50,59,45,59,49
Brussels1.txt,102,98,100,99,100,101,104,99,99,101,99,99,99,99,96,101,99,99,99,99,101,99,100,100,98,98,100,100,99,100,100,100,99,100,99,99,100,102,99,99,99,100,99,96,99,100,99,99,99,99
Brussels2.txt,124,172,136,160,159,179,175,168,160,181,172,163,174,167,147,171,163,155,148,161,149,174,167,143,174,153,117,155,149,169,183,151,144,164,117,123,130,145,132,156,173,145,164,119,143,122,171,136,156,163
Flanders1.txt,169,168,169,170,169,169,168,169,169,167,165,166,167,169,169,164,168,166,164,165,168,169,167,166,166,167,167,169,165,168,165,166,166,165,166,168,168,168,166,165,168,165,168,169,165,168,169,166,167,167
Flanders2.txt,395,414,425,401,439,363,417,429,413,372,391,309,417,373,414,422,396,362,368,334,360,401,426,403,413,406,403,405,407,308,375,352,420,394,400,355,371,423,389,418,391,349,415,424,427,400,427,380,398,324
Ghent1.txt,59,60,60,61,60,61,59,60,60,62,59,60,59,60,60,60,59,59,60,60,60,59,60,60,61,62,60,60,60,60,60,60,61,60,60,59,59,59,60,59,60,60,60,58,60,61,60,60,60,62
Ghent2.txt,125,100,117,111,97,97,109,118,115,93,96,119,105,124,100,109,107,100,101,97,120,103,108,105,114,91,95,108,97,124,111,111,108,99,111,112,104,106,76,88,104,102,118,106,118,117,108,103,117,92
Leuven1.txt,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,21,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Leuven2.txt,64,66,59,78,48,65,66,48,52,58,62,72,54,75,46,59,50,66,80,58,55,55,58,62,65,64,52,65,54,44,63,54,57,47,55,45,47,40,61,78,53,59,85,60,56,79,71,67,56,63
